AdId,Subject,Address,District,Ward,PriceVND,PriceString,AreaM2,BedRooms,BathRooms,Floor,PropertyStatus,Type,LegalStatus,Interior,MainDirection,BalconyDirection,SellerType,PostDateText,ListTimeRaw,NgayDang,CrawlDate,Link
100154,Căn hộ 1PN tại Quận 7,"Đường mẫu, Phường 2, Quận 7, TP Hồ Chí Minh",Quận 7,Phường An Phú,1976943246,"1,98 tỷ",41.5,1,2,20,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Nam,Cá nhân,,1712095200000,2024-04-02 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100154.htm
100155,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,2645267877,"2,65 tỷ",51.1,4,3,24,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Tây,Cá nhân,,1708920000000,2024-02-26 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100155.htm
100156,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Tân Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,2244633079,"2,24 tỷ",43.2,3,1,4,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Tây,Môi giới,,1715695200000,2024-05-14 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100156.htm
100157,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Tân Phú,5893145141,"5,89 tỷ",106.4,4,3,32,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Tây,Đông Nam,Môi giới,,1715608800000,2024-05-13 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100157.htm
100158,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường An Phú, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,5809392396,"5,81 tỷ",93.7,4,2,2,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Đông,Cá nhân,,1714154400000,2024-04-26 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100158.htm
100159,Căn hộ 1PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,4691425261,"4,69 tỷ",91.8,1,1,31,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Nam,Môi giới,,1713438000000,2024-04-18 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100159.htm
100160,Căn hộ 4PN tại Quận Tân Bình,"Đường mẫu, Phường Thảo Điền, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 5,2065627297,"2,07 tỷ",43.4,4,3,9,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Bắc,Đông Nam,Cá nhân,,1713960000000,2024-04-24 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100160.htm
100161,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường Tân Phú, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,10022728563,"10,02 tỷ",137.7,3,3,28,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Tây,Môi giới,,1708992000000,2024-02-27 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100161.htm
100162,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường 2, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,2566738250,"2,57 tỷ",38.4,4,2,2,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông,Bắc,Cá nhân,,1708297200000,2024-02-18 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100162.htm
100163,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 2,4895803082,"4,90 tỷ",77.2,2,3,14,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Nam,Môi giới,,1709506800000,2024-03-03 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100163.htm
100164,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 5,8015380569,"8,02 tỷ",138.5,3,1,27,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Bắc,Môi giới,,1709283600000,2024-03-01 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100164.htm
100165,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 2, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 5,4543559092,"4,54 tỷ",117.5,2,2,27,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Bắc,Tây,Cá nhân,,1705143600000,2024-01-13 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100165.htm
100166,Căn hộ 1PN tại Quận 3,"Đường mẫu, Phường An Phú, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,6802191313,"6,80 tỷ",119.6,1,3,27,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Nam,Tây,Môi giới,,1710712800000,2024-03-17 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100166.htm
100167,Căn hộ 4PN tại TP. Thủ Đức,"Đường mẫu, Phường 5, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,2326955601,"2,33 tỷ",44.7,4,1,4,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông Nam,Đông Nam,Cá nhân,,1705845600000,2024-01-21 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100167.htm
100168,Căn hộ 1PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 1,2412878893,"2,41 tỷ",66.8,1,1,13,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Tây,Môi giới,,1714629600000,2024-05-02 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100168.htm
100169,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 5,4031344558,"4,03 tỷ",116.4,3,2,35,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Bắc,Môi giới,,1709398800000,2024-03-02 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100169.htm
100170,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường 5, Quận 4, TP Hồ Chí Minh",Quận 4,Phường An Phú,4490622855,"4,49 tỷ",115.0,2,1,24,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Tây,Đông,Môi giới,,1706310000000,2024-01-26 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100170.htm
100171,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường An Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường Tân Phú,2520533279,"2,52 tỷ",66.0,2,2,15,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Nam,Nam,Môi giới,,1716314400000,2024-05-21 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100171.htm
100172,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường Thảo Điền, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,5913788206,"5,91 tỷ",111.9,2,1,9,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông,Đông Nam,Cá nhân,,1714917600000,2024-05-05 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100172.htm
100173,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường Thảo Điền,7833243009,"7,83 tỷ",115.3,3,1,15,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông Nam,Bắc,Môi giới,,1705784400000,2024-01-20 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100173.htm
100174,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường Tân Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường An Phú,4570985515,"4,57 tỷ",104.2,1,1,35,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Nam,Đông Nam,Môi giới,,1705431600000,2024-01-16 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100174.htm
100175,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường Tân Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 2,4737450262,"4,74 tỷ",119.6,2,1,7,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Nam,Môi giới,,1704470400000,2024-01-05 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100175.htm
100176,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,3842063499,"3,84 tỷ",74.2,3,2,16,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông,Đông,Môi giới,,1709985600000,2024-03-09 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100176.htm
100177,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường An Phú,2237936195,"2,24 tỷ",40.9,1,1,6,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Đông,Cá nhân,,1712491200000,2024-04-07 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100177.htm
100178,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường Tân Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,2813665925,"2,81 tỷ",63.5,1,2,35,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông,Tây,Cá nhân,,1708812000000,2024-02-24 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100178.htm
100179,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,3108672957,"3,11 tỷ",52.1,2,3,25,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Đông,Môi giới,,1712800800000,2024-04-11 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100179.htm
100180,Căn hộ 1PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 1,2425687830,"2,43 tỷ",59.4,1,2,26,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Tây,Nam,Môi giới,,1705201200000,2024-01-14 03:00:00,2026-05-19 16:21:52,https://www.chotot.com/100180.htm
100181,Căn hộ 3PN tại Quận Tân Bình,"Đường mẫu, Phường Thảo Điền, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 1,1906018395,"1,91 tỷ",44.0,3,2,16,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Tây,Môi giới,,1713589200000,2024-04-20 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100181.htm
100182,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 5, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 1,2137503413,"2,14 tỷ",44.6,2,2,24,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Bắc,Môi giới,,1711105200000,2024-03-22 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100182.htm
100183,Căn hộ 1PN tại Quận 2,"Đường mẫu, Phường An Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 1,3674898120,"3,67 tỷ",72.2,1,3,21,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Đông,Đông Nam,Cá nhân,,1706313600000,2024-01-27 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100183.htm
100184,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 5,5574020508,"5,57 tỷ",107.0,2,1,18,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Tây,Bắc,Môi giới,,1716739200000,2024-05-26 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100184.htm
100185,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,5798483731,"5,80 tỷ",117.2,2,2,16,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Bắc,Cá nhân,,1713344400000,2024-04-17 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100185.htm
100186,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 5, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,9373647232,"9,37 tỷ",134.6,2,3,25,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Tây,Môi giới,,1707037200000,2024-02-04 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100186.htm
100187,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường 5, Quận 7, TP Hồ Chí Minh",Quận 7,Phường Thảo Điền,3692045808,"3,69 tỷ",85.3,2,2,21,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Bắc,Môi giới,,1711220400000,2024-03-23 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100187.htm
100188,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 2, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Thảo Điền,5894936573,"5,89 tỷ",132.9,2,3,35,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Tây,Bắc,Môi giới,,1712746800000,2024-04-10 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100188.htm
100189,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 2,1967695350,"1,97 tỷ",49.6,2,1,17,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Đông Nam,Môi giới,,1705582800000,2024-01-18 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100189.htm
100190,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 2,3584472798,"3,58 tỷ",92.1,2,3,6,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Đông,Môi giới,,1716984000000,2024-05-29 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100190.htm
100191,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Tân Phú,2099583025,"2,10 tỷ",36.1,2,1,33,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Bắc,Bắc,Cá nhân,,1711371600000,2024-03-25 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100191.htm
100192,Căn hộ 3PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 2,2413048407,"2,41 tỷ",46.0,3,1,8,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Bắc,Tây,Môi giới,,1711670400000,2024-03-29 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100192.htm
100193,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,3719584215,"3,72 tỷ",81.0,4,2,21,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông,Nam,Cá nhân,,1711810800000,2024-03-30 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100193.htm
100194,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường An Phú,3933458406,"3,93 tỷ",89.2,3,1,22,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Tây,Tây,Môi giới,,1707778800000,2024-02-12 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100194.htm
100195,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường Thảo Điền, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 2,3917116441,"3,92 tỷ",82.2,3,2,1,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông,Đông Nam,Cá nhân,,1712793600000,2024-04-11 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100195.htm
100196,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,2551420806,"2,55 tỷ",69.2,3,1,17,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Đông Nam,Bắc,Cá nhân,,1715922000000,2024-05-17 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100196.htm
100197,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 2,4890423834,"4,89 tỷ",99.8,4,2,6,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Đông,Cá nhân,,1711796400000,2024-03-30 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100197.htm
100198,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường Tân Phú, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,5037925285,"5,04 tỷ",88.6,3,3,9,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây,Cá nhân,,1712354400000,2024-04-05 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100198.htm
100199,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 1,2977045664,"2,98 tỷ",54.6,3,3,4,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Đông Nam,Môi giới,,1714899600000,2024-05-05 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100199.htm
100200,Căn hộ 3PN tại Quận 4,"Đường mẫu, Phường 1, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Tân Phú,3997938492,"4,00 tỷ",78.6,3,2,11,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông,Nam,Cá nhân,,1713128400000,2024-04-14 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100200.htm
100201,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 1, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,6820613015,"6,82 tỷ",117.0,3,2,33,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Nam,Đông Nam,Cá nhân,,1715936400000,2024-05-17 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100201.htm
100202,Căn hộ 1PN tại Quận 7,"Đường mẫu, Phường 1, Quận 7, TP Hồ Chí Minh",Quận 7,Phường An Phú,6399772728,"6,40 tỷ",138.9,1,1,20,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Đông,Cá nhân,,1713805200000,2024-04-22 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100202.htm
100203,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Tân Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 2,5136722575,"5,14 tỷ",125.4,3,2,11,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông Nam,Nam,Môi giới,,1708729200000,2024-02-23 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100203.htm
100204,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường Tân Phú, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Thảo Điền,4325823707,"4,33 tỷ",137.8,2,2,18,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông,Nam,Cá nhân,,1715922000000,2024-05-17 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100204.htm
100205,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Tân Phú,5103583920,"5,10 tỷ",109.7,2,2,32,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Bắc,Bắc,Cá nhân,,1706943600000,2024-02-03 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100205.htm
100206,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Tân Phú,4570299830,"4,57 tỷ",107.9,2,2,32,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Nam,Cá nhân,,1706097600000,2024-01-24 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100206.htm
100207,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường 5, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 5,6214994503,"6,21 tỷ",136.7,2,2,18,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Đông Nam,Môi giới,,1715860800000,2024-05-16 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100207.htm
100208,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 2,3321304089,"3,32 tỷ",39.8,4,2,2,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Tây,Cá nhân,,1711659600000,2024-03-28 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100208.htm
100209,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Thảo Điền,2856186570,"2,86 tỷ",44.8,2,2,6,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Tây,Môi giới,,1710738000000,2024-03-18 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100209.htm
100210,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường Tân Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,2067699242,"2,07 tỷ",35.1,3,1,9,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Đông,Môi giới,,1706133600000,2024-01-24 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100210.htm
100211,Căn hộ 1PN tại Quận 2,"Đường mẫu, Phường 5, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,3153170438,"3,15 tỷ",59.0,1,1,7,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Tây,Tây,Cá nhân,,1706972400000,2024-02-03 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100211.htm
100212,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường Thảo Điền, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 2,7611616000,"7,61 tỷ",99.1,2,2,23,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Bắc,Tây,Cá nhân,,1715796000000,2024-05-15 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100212.htm
100213,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường 5, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,5054187982,"5,05 tỷ",96.9,3,2,28,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông,Tây,Môi giới,,1706241600000,2024-01-26 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100213.htm
100214,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường An Phú,2582296363,"2,58 tỷ",56.6,3,3,13,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Tây,Bắc,Môi giới,,1704661200000,2024-01-07 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100214.htm
100215,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường 5, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 5,4878365200,"4,88 tỷ",102.0,1,3,1,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Bắc,Nam,Cá nhân,,1706511600000,2024-01-29 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100215.htm
100216,Căn hộ 1PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 1,5927493072,"5,93 tỷ",96.7,1,2,14,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Đông Nam,Bắc,Môi giới,,1714442400000,2024-04-30 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100216.htm
100217,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 2,3417851739,"3,42 tỷ",64.1,2,1,33,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông,Nam,Môi giới,,1712887200000,2024-04-12 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100217.htm
100218,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường Tân Phú,2056985712,"2,06 tỷ",44.1,3,1,30,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Tây,Đông,Cá nhân,,1709341200000,2024-03-02 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100218.htm
100219,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường Thảo Điền, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,3775818834,"3,78 tỷ",52.2,2,3,34,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Nam,Đông,Cá nhân,,1707170400000,2024-02-05 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100219.htm
100220,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường An Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường An Phú,4791516733,"4,79 tỷ",90.0,2,3,5,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây,Môi giới,,1711458000000,2024-03-26 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100220.htm
100221,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Tân Phú,4965855122,"4,97 tỷ",128.9,4,1,15,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Tây,Đông,Môi giới,,1707552000000,2024-02-10 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100221.htm
100222,Căn hộ 1PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 5,3256501322,"3,26 tỷ",53.8,1,3,27,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Nam,Nam,Cá nhân,,1712145600000,2024-04-03 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100222.htm
