AdId,ListId,Subject,Address,Ward,District,Region,PriceVND,PriceString,AreaM2,BedRooms,BathRooms,Floor,PropertyStatus,Type,LegalStatus,Interior,MainDirection,BalconyDirection,SellerType,PostDateText,ListTimeRaw,NgayDang,CrawlDate,Link
176338464,132609695,chính chu cần bán can hộ,,Phường Hiệp Thành,Quận 12,Tp Hồ Chí Minh,2750000000,"2,75 tỷ",63.0,2,2.0,,2.0,1,6.0,2.0,,,,hôm qua,1779926943000,2026-05-28 07:09:03,2026-05-29 17:36:07,https://cdn.chotot.com/wT9RykJzTmwW4DAKrAR0-91MhoXZ5W8sBx4asa9UCUU/preset:listing/plain/dd594476aca15cf55c941bbe76f4f3e2-2985960179344370049.webp
173790386,130423261,Sắm nhà mới đón Tết căn 2pn 2wc full nội thất xách vali ở ngay c/cư Q8,,Phường 7,Quận 8,Tp Hồ Chí Minh,2500000000,"2,5 tỷ",62.0,2,2.0,,2.0,1,5.0,1.0,6.0,,,hôm qua,1779926660000,2026-05-28 07:04:20,2026-05-29 17:36:07,https://cdn.chotot.com/s7sd56gjdKCImexlERhXuKYTPuTC9UU8lq7kky_Ov2w/preset:listing/plain/7b8b7dbd98cf8b59152b3b857cc65ad9-2967989714599209213.webp
176290768,132568491,cần bán chung cư thái an 3,,Phường Đông Hưng Thuận,Quận 12,Tp Hồ Chí Minh,1590000000,"1,59 tỷ",49.0,1,1.0,,2.0,1,5.0,2.0,8.0,,,hôm qua,1779925174000,2026-05-28 06:39:34,2026-05-29 17:36:07,https://cdn.chotot.com/RlOn9Qnv08V3SoA2c4NTyf4jh1bvoXjAkyykSbMnl_M/preset:listing/plain/fffa9fedb3aea59de5cd87cde1a2f133-2985652765969415770.webp
175342181,131753139,Chung cư Thủ Thiêm Sky,,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,5000000000,5 tỷ,57.0,2,2.0,,,1,6.0,2.0,,,,hôm qua,1779916473000,2026-05-28 04:14:33,2026-05-29 17:36:07,https://cdn.chotot.com/w7TfNQT5KOd7RlbRXaTHsrqUls5FHUeU3hoY-3wMWo4/preset:listing/plain/e4c83bf5c8b284dbed6acff8820f24c3-2979411020123765881.webp
175898017,132229487,"C/c Westgate An Gia, Bán Nhanh căn góc 3PN chỉ 3,850 tỷ full 102%",,Thị trấn Tân Túc,Huyện Bình Chánh,Tp Hồ Chí Minh,3850000000,"3,85 tỷ",85.0,3,2.0,,2.0,1,6.0,2.0,,,,hôm qua,1779913561000,2026-05-28 03:26:01,2026-05-29 17:36:07,https://cdn.chotot.com/doft4W9-3mLm9Q6nblXA0yW-Uk3IB5xJ3AsDBCdlIhE/preset:listing/plain/faede5aff8bb09b04fd6f16bae2c766f-2983139592946284932.webp
176151340,132448719,"C/c Westgate An Gia, Bán Nhanh căn 3PN chỉ 3,60 tỷ full 102% - Sổ sẵn",,Thị trấn Tân Túc,Huyện Bình Chánh,Tp Hồ Chí Minh,3600000000,"3,6 tỷ",85.0,3,2.0,,2.0,1,6.0,1.0,,,,hôm qua,1779911161000,2026-05-28 02:46:01,2026-05-29 17:36:07,https://cdn.chotot.com/EXVsJkHjcyZN4EsHgFDIXosgtCtlxN7MM-ISAH8YKc0/preset:listing/plain/b6e232327c138ff21244f14e436a39a9-2984735510160528085.webp
175438621,131836027,CHÍNH CHỦ BÁN CĂN HỘ CITI SOHO CÁT LÁI – 2PN 2WC – FULL NỘI THẤT ĐẸP –,,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2990000000,"2,99 tỷ",60.0,2,2.0,,2.0,1,6.0,2.0,,,,hôm qua,1779911032000,2026-05-28 02:43:52,2026-05-29 17:36:07,https://cdn.chotot.com/Q1uL3MRi2KFJXc5j5_UAJHYlRIZyGDjzGqqoMKVK7qA/preset:listing/plain/3bdadca9b98403231a682ba69bdd0f2a-2980010302048172012.webp
175162305,131598551,Em bán căn hộ Dragon Hill 3PN căn gốc dt 122m2 - Pháp lý Sổ hồng,,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,5300000000,"5,3 tỷ",122.0,3,2.0,,2.0,1,6.0,2.0,,,,hôm qua,1779903546000,2026-05-28 00:39:06,2026-05-29 17:36:07,https://cdn.chotot.com/JuVpvcW6Hiz2zPb7O_uTfs_sDIqEvGRKizaVuhaCiLU/preset:listing/plain/3667ba0cc98e5a4e3fb2a1475826b11c-2983497166830444893.webp
176048179,132359066,*** Ngộp tiền bán gấp 2PN 75m2 chung cư Dragon Hill 2 - Sổ hồng sẵn,,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,4250000000,"4,25 tỷ",75.0,2,2.0,,2.0,1,6.0,2.0,,,,hôm qua,1779902344000,2026-05-28 00:19:04,2026-05-29 17:36:07,https://cdn.chotot.com/uETzBe-U1A6c7dhYgJqPpOqmYqw4Smy53KoVEEO9P2w/preset:listing/plain/014d1daca1b3afb1a3c18463c5399f18-2984077839833438258.webp
176036708,132349132,Bán căn hộ Phúc Yên 80m sổ riêng 4 ty 150tr. đủ nội thất,,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,4150000000,"4,15 tỷ",80.0,2,2.0,,2.0,1,6.0,2.0,8.0,,,hôm qua,1779901796000,2026-05-28 00:09:56,2026-05-29 17:36:07,https://cdn.chotot.com/ZagV5KZvPcrv18ZQ-Dbqr9dgv3lq10usGDx2bS2KVDQ/preset:listing/plain/54f63a816b606f00f21e62ecae9b696d-2983987680955036737.webp
176374457,132640729,BÁN CĂN HỘ PRECIA - PHƯỜNG AN PHÚ - ĐƯỜNG NGUYỄN THỊ ĐỊNH,,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,7300000000,"7,3 tỷ",72.0,2,2.0,,,1,,,,,,hôm qua,1779897447000,2026-05-27 22:57:27,2026-05-29 17:36:07,https://cdn.chotot.com/OA3pma0TIQgb-9KUQYH2HogTpQxVleyzXOrLxfhxVJE/preset:listing/plain/800442b5662576ae31ff191e4db0527e-2986171976233764028.webp
175668661,132033436,Giảm giá bán nhanh căn 50m2 Sài Gòn Intela chỉ 2tỷ080,,Xã Phong Phú,Huyện Bình Chánh,Tp Hồ Chí Minh,2080000000,"2,08 tỷ",50.0,2,2.0,,,1,,,,,,hôm qua,1779895546000,2026-05-27 22:25:46,2026-05-29 17:36:07,https://cdn.chotot.com/obKGJWvnpCM6U6JJCSu1_2jZJuKtmQyRO-ZeT6gQqX4/preset:listing/plain/37b10bd0a0ded4b853b77023da00fff1-2981459314949592578.webp
175892521,132224824,Chính chủ bán Căn hộ Studio 32m LEGACY Thuận An,,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,1150000000,"1,15 tỷ",32.0,1,1.0,,2.0,2,6.0,1.0,3.0,,,hôm qua,1779894982000,2026-05-27 22:16:22,2026-05-29 17:36:07,https://cdn.chotot.com/aP4eB5KfuRhjqtEBDcjS4cYF-W-mfxciZQVtlpg2xWY/preset:listing/plain/81546a4d686841d3b6365109eb0ac40e-2983644076296007995.webp
174971813,131438523,🏢 BÁN CĂN HỘ CITIZEN TRUNG SƠN – 2PN – 84m² – GIÁ CHỈ 3.9 TỶ,,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,3900000000,"3,9 tỷ",84.0,2,2.0,,,1,,,,,,hôm qua,1779894700000,2026-05-27 22:11:40,2026-05-29 17:36:07,https://cdn.chotot.com/IXY5RFtN_b4-AfUDkwoNHrBss78xoc5unypBymm4HtE/preset:listing/plain/f7c4608247009a5f6b2b679540ac3d64-2977127090916127030.webp
165821776,123533280,"Q7 BOULEVARD BÁN OFF 2T, 1PN1WC 2.9T, 2PN1WC 3.3T, 2PN2WC 3.7T, 3PN 4T",,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,2000000000,2 tỷ,50.0,1,1.0,,2.0,1,5.0,,,,,hôm qua,1779894605000,2026-05-27 22:10:05,2026-05-29 17:36:07,https://cdn.chotot.com/XwRxgxmVVugiQ_1KBcFp29ATzZzDUz5af4dFjfVcoto/preset:listing/plain/973766d1663b7e02f6faf05d3eeb9146-2954486162283637845.webp
172978192,129717583,"Bán gấp căn hộ Richstar  90m2 - 3 Phòng - 2WC nhà đẹp, Giá: 4.3 tỷ",,Phường Hiệp Tân,Quận Tân Phú,Tp Hồ Chí Minh,4300000000,"4,3 tỷ",90.0,3,2.0,,2.0,1,2.0,,,,,hôm qua,1779893965000,2026-05-27 21:59:25,2026-05-29 17:36:07,https://cdn.chotot.com/70j1Hr9wtlWi9DdEavgMno8QRZ5qXhc5-hje9nlZ17c/preset:listing/plain/94290098996162c0b3f271586c674c46-2962621381428682069.webp
171788073,128703642,"Q7 BOULEVARD CẦN BÁN, 2PN2WC 3.7TỶ",,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,3700000000,"3,7 tỷ",70.0,2,2.0,,2.0,1,5.0,,,,,hôm qua,1779893406000,2026-05-27 21:50:06,2026-05-29 17:36:07,https://cdn.chotot.com/xzk1k7dJJJKpsWr0_oKrQv1iLms_CIEVPZAVDxSulZs/preset:listing/plain/b930449555a65ced6b2e99b69338b03c-2955514531219686994.webp
176373508,132639794,"CĂN HỘ SOHO RESIDENCE - QUẬN 1 - 6,7 TỶ",,Phường Cô Giang,Quận 1,Tp Hồ Chí Minh,6700000000,"6,7 tỷ",54.5998,2,1.0,,2.0,2,5.0,1.0,,,,hôm qua,1779892873000,2026-05-27 21:41:13,2026-05-29 17:36:07,https://cdn.chotot.com/m-azlZbGRhYv5sd9xt6UBckuetumaus-QW9OIeCJvEI/preset:listing/plain/8c1a04c9e970b3b49ccdb90b31e5ca8c-2986164583823471819.webp
175367936,131775319,Chính Chủ Bán Căn hộ 52m2 Ehome 5 Trần Trọng Cung Quận 7,,Phường Tân Thuận Đông,Quận 7,Tp Hồ Chí Minh,3150000000,"3,15 tỷ",54.0,2,1.0,,2.0,1,6.0,2.0,,,,hôm qua,1779891167000,2026-05-27 21:12:47,2026-05-29 17:36:07,https://cdn.chotot.com/NSxS0MOf3pU5u3xrzvtF2lfbOllWb7TqwaMGF6ODiN8/preset:listing/plain/df047803062caeae9537ad4ab65603ab-2979575758231071753.webp
175864543,132200986,"Bán căn hộ cao cấp 3PN,2WC dự án midtown Phú Mỹ Hưng,Q7(củ)",,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,18000000000,18 tỷ,125.0,3,2.0,,2.0,1,6.0,1.0,,,,hôm qua,1779890910000,2026-05-27 21:08:30,2026-05-29 17:36:07,https://cdn.chotot.com/jcmyiVwETgiOnlvhtAhAx2pn4CTLJAFD1r6lN8wvkP0/preset:listing/plain/7f57c688c87410db68aae4ef2feafaf2-2982938615051729757.webp
176372760,132639132,"Căn hộ tầng trệt Hoàng Diệu, Q4, 92m2 - 6,2 tỷ",,Phường 6,Quận 4,Tp Hồ Chí Minh,6200000000,"6,2 tỷ",92.0,2,2.0,,2.0,1,6.0,,,,,hôm qua,1779890081000,2026-05-27 20:54:41,2026-05-29 17:36:07,https://cdn.chotot.com/t29deOtbYq0h7Z7eS9DlKZCqziEycwRK90rPMbkBhJY/preset:listing/plain/f7c7d8e5d646288ee4319b4def20d89d-2986159545472361299.webp
175631420,132001670,"Cần bán căn góc Citisoho 2 phòng ngủ, 2wc giá 2,8 tỷ sổ sẵn",,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2800000000,"2,8 tỷ",60.0,2,2.0,,,1,6.0,2.0,,,,hôm qua,1779890036000,2026-05-27 20:53:56,2026-05-29 17:36:07,https://cdn.chotot.com/PcjyX0qHQ7YIxg7tPh2zw0UYRqDsVzSFb8IOU9Jv6cM/preset:listing/plain/71854f323dbd118a934ce989c7d4c922-2981197167526664077.webp
176154050,132450483,"bán chung cư Linh Trung 59m2 tầng trung mát mẻ 2PN 1WC 2,5 tỷ",,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2500000000,"2,5 tỷ",59.0,2,1.0,,,1,,,,,,hôm qua,1779889383000,2026-05-27 20:43:03,2026-05-29 17:36:07,https://cdn.chotot.com/hc3T9ymBk6XDBWfxDtLnfxUxchZi-KeKvNbhLK7G5SY/preset:listing/plain/9e8898bcea1b9ad67b16e4d51d7b6bfd-2984784141212579025.webp
176372473,132638937,"Bán chung cư KDC Phú Lợi Phường Bình Đông, tpHCM",,Phường 7,Quận 8,Tp Hồ Chí Minh,2380000000,"2,38 tỷ",71.0,2,1.0,,,1,6.0,2.0,,,,hôm qua,1779889267000,2026-05-27 20:41:07,2026-05-29 17:36:07,https://cdn.chotot.com/WNqhsU2nZiAAP_DpPFfa8Z23GIoFwCyNwNsmOjJNLGU/preset:listing/plain/f8a134460a505736984c69cbb4d12a11-2986157958692117598.webp
176002495,132319660,Chính chủ bán nhanh căn 2 pn S502 Vinhomes Quận 9,,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2750000000,"2,75 tỷ",59.0,2,1.0,,2.0,1,6.0,2.0,,,,hôm qua,1779889151000,2026-05-27 20:39:11,2026-05-29 17:36:07,https://cdn.chotot.com/XRuHkqJNCfmVkjY36gRRhcV6wqHrfTm97_UQEhjsZhs/preset:listing/plain/75dcd5f8abe14a96af8420205669812e-2983802186951282654.webp
176372535,132638898,C/c 23/49 Lê Văn Duyệt - SHR - 3.15 tỷ chính chủ - View bờ kè,,Phường 1,Quận Bình Thạnh,Tp Hồ Chí Minh,3150000000,"3,15 tỷ",57.0,2,1.0,,2.0,1,6.0,2.0,1.0,,,hôm qua,1779889109000,2026-05-27 20:38:29,2026-05-29 17:36:07,https://cdn.chotot.com/F8JpkhEcsZdH4AKz5zt5IFTMD0JU8XHbD5K-JvcDAg4/preset:listing/plain/ab7b271488166a0dd79f85f82fb862d4-2986158094994910777.webp
162652500,120801140,"BÁN CĂN HỘ 2PN NỘI THẤT CAO CẤP, VIEW ĐẸP CỦA DỰ ÁN, VINHOMES",,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,9000000000,9 tỷ,88.0,2,2.0,,2.0,1,6.0,,,,,hôm qua,1779887780000,2026-05-27 20:16:20,2026-05-29 17:36:07,https://cdn.chotot.com/CqgnYgdLXz5N-Y9vtbuW9Cm-fCiC5ihz2dbkZwKfKL4/preset:listing/plain/b47495efd96902538fef048f8ecbe336-2904106790801427111.webp
176279737,132558949,"🍀 BÁN 3PN 104M2 VIEW NỘI KHU ĐẸP, TẦNG CAO MÁT MẺ, CÓ NỘI THẤT",,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,7450000000,"7,45 tỷ",104.0,3,2.0,,2.0,1,,2.0,,,,hôm qua,1779887301000,2026-05-27 20:08:21,2026-05-29 17:36:07,https://cdn.chotot.com/89E41u-PKlWhBs5wIWQ1OPlJsOFi2l1BBuD__3e2dS0/preset:listing/plain/c95b0acf8da7cc0047e667ec1fdf44dd-2985546201985224510.webp
176272207,132552406,"🍀 2PN 2WC TẦNG THẤP VIEW ĐẠI LỘ, NỘI THẤT CƠ BẢN CHỈ 7TY050 NHẬN NHÀ",,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,7050000000,"7,05 tỷ",85.0,2,2.0,,2.0,1,5.0,3.0,,,,hôm qua,1779886105000,2026-05-27 19:48:25,2026-05-29 17:36:07,https://cdn.chotot.com/xnjmHUnoGWWRJGLedCssv6rB1ahzFIaC_Mljzj2Hxfw/preset:listing/plain/be079f87906bd0f3674eee3c526db41d-2985516986699374483.webp
175600579,131975575,"Căn Hộ Sân Vườn View sông, Dt 82M2. 2PN. Tiện Đi Gigamal Giá 2.589 tỷ",,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2589000000,"2,589 tỷ",82.0,2,,,,1,6.0,,,,,hôm qua,1779885948000,2026-05-27 19:45:48,2026-05-29 17:36:07,https://cdn.chotot.com/_jpH23yKyzupQXDZDfvYv4OxD6JCkfEiU82_8fL6wv8/preset:listing/plain/b1d40f8cac23d525436a09e33c24a020-2981026358979656051.webp
176236550,132521737,"Bán Căn hộ Phúc Thịnh Quận 5, Dt : 70 m2, 2PN, Giá : 4 tỉ/căn, ",,Phường 1,Quận 5,Tp Hồ Chí Minh,4000000000,4 tỷ,70.0,2,1.0,,2.0,1,6.0,3.0,,,,hôm qua,1779885792000,2026-05-27 19:43:12,2026-05-29 17:36:07,https://cdn.chotot.com/5UM4cGHv4aXhrHtDgB0UQSt0FZTifCSxNv3q74FDTuE/preset:listing/plain/7cb7c3a2bdc76a8094aeaee16e530b8e-2985265063836730116.webp
176155700,132451913,"Mini Gadern 114m2 ; Nhà có 3 Phòng ngủ Nhà trống 4,6 tỷ; Full 4,85 tỷ",,Thị trấn Tân Túc,Huyện Bình Chánh,Tp Hồ Chí Minh,4600000000,"4,6 tỷ",114.0,3,2.0,,2.0,1,6.0,,,,,hôm qua,1779885464000,2026-05-27 19:37:44,2026-05-29 17:36:07,https://cdn.chotot.com/7halUvTSx2GsDo79Z5sNNSc8z6AmR_Qk__2tfkQSiEs/preset:listing/plain/330fe19eb1ffd116cf529c75f7388c5e-2984789820909742061.webp
175649566,132017188,"Chính chủ bán căn góc 3PN đẹp nhất Flora Novia, Ở hoặc đầu tư tốt SHR",,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,4700000000,"4,7 tỷ",80.0,3,2.0,,2.0,1,6.0,1.0,,,,hôm qua,1779885116000,2026-05-27 19:31:56,2026-05-29 17:36:07,https://cdn.chotot.com/vR7dQ2HDMqSz2vlrHYdFyobXsJ7lTW-5r5pmZdp894w/preset:listing/plain/c6dbed9fb4cce5e82e48eff0a56c79ab-2981323256724362754.webp
175714795,132073065,Đi định cư bán căn góc 3pn 2wc full nội thất chung cư DreamHome Palace,,Phường 7,Quận 8,Tp Hồ Chí Minh,2950000000,"2,95 tỷ",79.0,3,2.0,,2.0,1,5.0,2.0,7.0,,,hôm qua,1779884820000,2026-05-27 19:27:00,2026-05-29 17:36:07,https://cdn.chotot.com/nHo9C4sSVU5wSbwatHJkUUA0JrKGQ_3nFgYi6H9yt-M/preset:listing/plain/167461514f5dfdf71fb07c504f0c6db7-2981782861650083938.webp
176289512,132567428,Chính chủ bán hoặc cho thuê cc Phú Mỹ 2pn 93m,,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,5050000000,"5,05 tỷ",93.0,2,2.0,,2.0,1,6.0,3.0,7.0,,,hôm qua,1779884632097,2026-05-27 19:23:52,2026-05-29 17:36:07,https://cdn.chotot.com/D3JAyT6mh7ySnFdmkSeysKPJvpANPWBHzyzMitpCisk/preset:listing/plain/842ba6422e6b7a02299e76bd42e59f3d-2985642679377949899.webp
176122200,132422897,"Diamond Brilliant 128m2 - 3pn 3wc. Bán căn hộ tâm huyết, thiết kế đẹp",,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,11300000000,"11,3 tỷ",128.0,3,3.0,,,1,5.0,1.0,,,,hôm qua,1779884041000,2026-05-27 19:14:01,2026-05-29 17:36:07,https://cdn.chotot.com/c73G8fC402qxUrE4C2_8avKgrx_Tzn-z_8kX9bF9atE/preset:listing/plain/125efe50bc43ac2a9ff15ee49feb7436-2984531222244741845.webp
173208631,129916984,"🍀DIAMOND CENTERY 2PN 2WC BÁN GIÁ HỜI, SẴN HĐ THUÊ, TT GIÃN 36 THÁNG🍀",,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,7850000000,"7,85 tỷ",86.0,2,2.0,,2.0,1,5.0,3.0,,,,hôm qua,1779883848000,2026-05-27 19:10:48,2026-05-29 17:36:07,https://cdn.chotot.com/dLMlY9AgTMD8mJo4IOSZUfiY-7-CaGSK4Z4Pymu38mc/preset:listing/plain/72474a49f4b4b47a44638cdb56debf34-2964073392941108453.webp
175008751,131469818,"🍀 BÁN 3PN NỘI THẤT CAO CẤP DIAMOND CELADON CITY, TẦNG CAO VIEW ĐẠI LỘ",,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,8250000000,"8,25 tỷ",117.0,3,2.0,,2.0,1,,1.0,,,,hôm qua,1779883825000,2026-05-27 19:10:25,2026-05-29 17:36:07,https://cdn.chotot.com/RaO-A4Ia-6i8tfqF4o4zfDrQhP3QmRSh7a2OxkPukAo/preset:listing/plain/6a358b5e1d59f63cb9d8c2a08ac5d0f2-2977332932355734386.webp
170604690,127669237,RẤT CẦN BÁN MOONLIGH RESIDENCES 2PN 2WC (5P ĐẾN METRO) 4.25 TỶ ALL IN,,Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,4250000000,"4,25 tỷ",68.0,2,2.0,,2.0,1,5.0,,,,,hôm qua,1779883683000,2026-05-27 19:08:03,2026-05-29 17:36:07,https://cdn.chotot.com/G32z-DdM13zwnUg6nMCIUHrrLz0pEJmx8TAdQPOBgVQ/preset:listing/plain/d0e5132f5f18b7217a8aaf8f37aca6df-2948862372903479423.webp
175106548,131550826,"Cần Bán Căn Hộ Tara Residence Quận 8, Dt : 90 m2, 3PN, 4.2 tỷ/căn",,Phường 6,Quận 8,Tp Hồ Chí Minh,4200000000,"4,2 tỷ",90.0,3,2.0,,2.0,1,6.0,3.0,,,,hôm qua,1779883395000,2026-05-27 19:03:15,2026-05-29 17:36:07,https://cdn.chotot.com/ixYpnkVQFsIDOsk4ZSmGp1aGp1pWtMsahUndxYsnEdk/preset:listing/plain/afe3c8affb59697788b6880447d3cfab-2977972295659193218.webp
176217555,132505268,"Căn 2PN Đầy đủ nội thất Cần bán; Chỉ 2,150 tỷ. LH Hương Xem nhà.",,Phường 7,Quận 8,Tp Hồ Chí Minh,2150000000,"2,15 tỷ",52.0,2,1.0,,2.0,1,5.0,2.0,,,,hôm qua,1779883066000,2026-05-27 18:57:46,2026-05-29 17:36:07,https://cdn.chotot.com/xypDcWyt6ToAv88SXcpPaTqsqzH1M57v8Efp8MVjhAc/preset:listing/plain/ee60220c4547b5863eaea5380380de27-2985142869239284032.webp
175233587,131660878,"Căn 1 Phòng ngủ Ehome 3, P.An Lạc, view cây xanh, 50m2, sổ sẵn",,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,2170000000,"2,17 tỷ",50.0,1,1.0,,2.0,1,6.0,3.0,,,,hôm qua,1779879569000,2026-05-27 17:59:29,2026-05-29 17:36:07,https://cdn.chotot.com/kLcgAE7o1j4StNz-ByUgKxuEKhkEKSsjEcUEokcvhvA/preset:listing/plain/b379275c7080615c4ae582bd5038a64d-2978738046289428344.webp
176369272,132636351,"BÁN CĂN HỘ 41Bis ĐIỆN BIÊN PHỦ –  BÌNH THẠNH,2PN , SỔ HỒNG",,Phường 25,Quận Bình Thạnh,Tp Hồ Chí Minh,4000000000,4 tỷ,65.0,2,1.0,,,1,6.0,,,,,hôm qua,1779879094000,2026-05-27 17:51:34,2026-05-29 17:36:07,https://cdn.chotot.com/Eput31ndFIqSmNHLGsGVwZQWKTEMJCG3Rd2jMyS55cM/preset:listing/plain/fc0644f0fb7a31be5aaeaeb1a68d52b0-2986142394425001148.webp
173008924,129744001,🏢 BÁN CĂN HỘ CONIC BOULEVARD – BÌNH CHÁNH|GIÁ TỐT– Sổ Hồng - Ở NgayAY,Đường Huỳnh Bá Chánh,Xã Tân Kiên,Huyện Bình Chánh,Tp Hồ Chí Minh,2950000000,"2,95 tỷ",84.3199,2,,,2.0,1,6.0,2.0,,,,hôm qua,1779878781000,2026-05-27 17:46:21,2026-05-29 17:36:07,https://cdn.chotot.com/VzPN5rY49M7tW9sPQrN320t_MbcSABKwkVr7f1lEEVs/preset:listing/plain/c659253cfad9483a7bb77e6239a81cff-2962803655757009121.webp
174928572,131401494,căn góc view sông 2pn 2wc 78m Q7,,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,2820000000,"2,82 tỷ",77.0,2,2.0,,2.0,1,5.0,,,,,hôm qua,1779878701000,2026-05-27 17:45:01,2026-05-29 17:36:07,https://cdn.chotot.com/NT9fjJ1OT-yg_0GVxixVtwgENLJ5KRFD99OmedwJiVQ/preset:listing/plain/c3bc96ac5df646449ead3ba9aaedab24-2976859626019586640.webp
128781375,92281215,Tặng Full NT 3.050 tỷ (bao hết) - DT 75m2 chung cư Phú Gia - Đã có sổ,,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,3050000000,"3,05 tỷ",75.0,2,2.0,,2.0,1,6.0,2.0,,,,2 ngày trước,1779877393000,2026-05-27 17:23:13,2026-05-29 17:36:07,https://cdn.chotot.com/h2Oqj0FJ4CVUkIaO58nm0Gz2vLSszNuxMxCeKNzOjpI/preset:listing/plain/05f5cbfe26a5e85b2692df36a71f7b4f-2760548999892977740.webp
175978753,132300588,"Bán Gấp Căn Hộ 62 m2, 2 PN, nhà đẹp",,Phường Tân Tạo A,Quận Bình Tân,Tp Hồ Chí Minh,2350000000,"2,35 tỷ",62.0,2,1.0,,,1,,,,,,2 ngày trước,1779877237000,2026-05-27 17:20:37,2026-05-29 17:36:07,https://cdn.chotot.com/7m4LP0YLej-od4G2tQCx2Lnw4sCbWrhygHanqTqe8Gk/preset:listing/plain/6d4ce4b12d59c213a7815f7f988b33cb-2983658747872489180.webp
176368566,132635746,Gấp Bán 3PN Beverly 6.8ty BTP Vinhomes grand park Q9,,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,6800000000,"6,8 tỷ",101.0,3,,,,1,,,,,,2 ngày trước,1779876887000,2026-05-27 17:14:47,2026-05-29 17:36:07,https://cdn.chotot.com/EwOFvgZELtkYexzdonRKZF-6_eKQSL7ynYn03Kizg6E/preset:listing/plain/1e3f942d7f0a95ef94ebdebc688d4505-2986137716692680511.webp
176368468,132635656,Bán Căn 3pn nội thất đẹp,,Phường 7,Quận 8,Tp Hồ Chí Minh,3060000000,"3,06 tỷ",81.0,3,2.0,,2.0,1,2.0,2.0,,,,2 ngày trước,1779876626000,2026-05-27 17:10:26,2026-05-29 17:36:07,https://cdn.chotot.com/jCVTsKf0S-2od3VtK5PCmjdW0JiBUvCaB2Tv7oJLgHA/preset:listing/plain/8adb007cd24a886f8e32a242142d6b63-2986137205930030283.webp
174906276,131382648,Cần bán nhanh 1 căn chung cư mini,,Phường 13,Quận Tân Bình,Tp Hồ Chí Minh,890000000,890 triệu,30.0,1,1.0,,2.0,2,5.0,3.0,3.0,,,2 ngày trước,1779876603000,2026-05-27 17:10:03,2026-05-29 17:36:07,https://cdn.chotot.com/wITBl6z83KY0M9LhM0f00RQbYi6EINrMrrqrD3_puL4/preset:listing/plain/461b62dd2d0223630547c82886af1f61-2976731849511978528.webp
173523355,130190418,bán căn góc vuông vức chung cư phúc yên . dt 106m 3pn đủ nội thất,,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,5050000000,"5,05 tỷ",106.0,3,2.0,,1.0,1,6.0,2.0,,,,2 ngày trước,1779876555000,2026-05-27 17:09:15,2026-05-29 17:36:07,https://cdn.chotot.com/-SyI2d_cyKIk5FL4ZjR3RbJTyYG6vOvGeIKPXdcOIxs/preset:listing/plain/401d65ac9e13ae8c69b47612275bb4a8-2978042160420714637.webp
